bigg_id,reaction_name,,subsytem
GLUVESSEC,L-glutamate secretion via secretory vesicle (ATP driven),,"Transport, extracellular"
GLXtm,"Glyoxylate transport, mitochondrial",,"Transport, mitochondrial"
GLYATm,Glycine C-acetyltransferase,,"Glycine, serine, alanine, and threonine metabolism"
GLYBtm,Glycine betaine transport via diffusion (mitochondria to cytosol),,"Transport, mitochondrial"
GLYC3Ptm,Glycerol 3 phosphate shuttle,,"Transport, mitochondrial"
GLYCLTDy,Glycolate dehydrogenase (NADP),,Glyoxylate and dicarboxylate metabolism
GLYCtm,Glycerol transport,,"Transport, mitochondrial"
GLYCTO1p,(S)-2-hydroxy-acid oxidase,,Glyoxylate and dicarboxylate metabolism
GLYKm,Glycerol kinase,,Glycerophospholipid metabolism
GLYOXm,Hydroxyacylglutathione hydrolase  mitochondrial,,Pyruvate metabolism
GLYtp,Glycine passive transport to peroxisome,,"Transport, peroxisomal"
GP1CALPHAte,Gp1calpha hs transport,,"Transport, extracellular"
GP1Cte,Gp1c hs transport,,"Transport, extracellular"
GP1Ctg,Gp1c hs intracellular transport,,"Transport, golgi apparatus"
GPIAT,Glucosaminylphosphatidyl inositol acetyltransferase,,Phosphatidylinositol phosphate metabolism
GPIMTer_U,"GlcN-acylPI mannosyltransferase, endoplasmic reticulum",,Phosphatidylinositol phosphate metabolism
GQ1BALPHAtg,Gq1balpha hs intracellular transport,,"Transport, golgi apparatus"
GQ1Bte,Gq1b hs transport,,"Transport, extracellular"
GRTTx,Geranyltranstransferase,,Cholesterol metabolism
GSNt,Guanosine facilated transport in cytosol,,"Transport, extracellular"
GSNt4,Guanosine transport in via sodium symport,,"Transport, extracellular"
GSNtl,Guanosine facilated transport from lysosome,,"Transport, lysosomal"
GTHOr,Glutathione oxidoreductase,,Glutamate metabolism
GTHPe,Glutathione peroxidase,,Glutathione metabolism
GTHRDt,Glutathione transport into mitochondria,,Glutathione metabolism
GTHRDtr,Glutathione transport via diffusion,,"Transport, endoplasmic reticular"
GTMLTe,G-glutamyltransferase (e),,Glutathione metabolism
GUACYC,Guanylate cyclase,,Nucleotide interconversion
GUAD,Guanine deaminase,,Purine catabolism
H2ETer,"H2 phosphoethanolaminyl transferase, endoplasmic reticulum",,Phosphatidylinositol phosphate metabolism
H2MTer_U,"H2 mannosyltransferase, endoplasmic reticulum",,Phosphatidylinositol phosphate metabolism
H2O2tly,Hydrogen peroxide lysosomal transport via diffusion,,"Transport, lysosomal"
H2O2tn,Hydrogen peroxide nuclear transport,,"Transport, nuclear"
H2O2tp,"Hydrogen peroxide transport via diffusion, glyoxysome",,"Transport, peroxisomal"
H2Otly,"H2O transport, lysosomal",,"Transport, lysosomal"
H2Otm,H2O transport  mitochondrial,,"Transport, mitochondrial"
H2Otn,H2O transport  nuclear,,"Transport, nuclear"
H2Otp,H2O transport  peroxisomal,,"Transport, peroxisomal"
H3ETer,"H3 phosphoethanolaminyl transferase, endoplasmic reticulum",,Phosphatidylinositol phosphate metabolism
H5MTer_U,"H5 mannosyltransferase, endoplasmic reticulum",,Phosphatidylinositol phosphate metabolism
H6_ET2er,"H6 phosphoethanolaminyl transferase, endoplasmic reticulum",,Phosphatidylinositol phosphate metabolism
H6_ETer,"H6 phosphoethanolaminyl transferase, endoplasmic reticulum",,Phosphatidylinositol phosphate metabolism
H6MTer_U,"H6 mannosyltransferase, endoplasmic reticulum",,Phosphatidylinositol phosphate metabolism
H7_ETer,"H7 phosphoethanolaminyl transferase, endoplasmic reticulum",,Phosphatidylinositol phosphate metabolism
H7MTer_U,"H7 mannosyltransferase, endoplasmic reticulum",,Phosphatidylinositol phosphate metabolism
H7_TAer,"H7 transamidase, endoplasmic reticulum",,Phosphatidylinositol phosphate metabolism
H8TAer,"H8 transamidase, endoplasmic reticulum",,Phosphatidylinositol phosphate metabolism
HACD1m,"3-Hydroxybutanoyl-CoA:NAD+ oxidoreductase, mitochondria",,Tryptophan metabolism
HAS2,Hyaluronan synthase,,Hyaluronan metabolism
HDCAter,Palmitate ER export,,"Transport, endoplasmic reticular"
HDCEAt,Hexadecenoate  n C161  transport in via uniport,,"Transport, extracellular"
HEX10,Hexokinase (D-glucosamine:ATP),,Aminosugar metabolism
HEXCCOAtx,Fatty acid intracellular transport,,"Transport, peroxisomal"
HGNTOR,Homogentisateoxygen 1 2 oxidoreductase  decyclizing ,,Tyrosine metabolism
HIBDm,"3-hydroxyisobutyrate dehydrogenase, mitochondrial",,"Valine, leucine, and isoleucine metabolism"
HISTASE,HISTASE,,Histidine metabolism
HISTAtu,Histamine uniport,,"Transport, extracellular"
HIStiDF,L-histidine transport via diffusion (extracellular to cytosol),,"Transport, extracellular"
HIStN1,"Histidine transport (Na, H coupled)",,"Transport, extracellular"
HKt,H+/K+ gastric/non-gastric P-ATPase and ABC ATPase,,"Transport, extracellular"
HKYNH,3 Hydroxy L kynurenine hydrolase,,Tryptophan metabolism
HMGCOAS,Hydroxymethylglutaryl CoA synthase,,Cholesterol metabolism
HOXG,Heme oxygenase 1,,Heme degradation
HPCLx_1,2-Hydroxyphytanoyl Coenzyme A Lyase,,Fatty acid oxidation
HPDCACRNt,Heptadecanoate transport into the mitochondria,,Fatty acid oxidation
HPDCAt,Fatty acid transport via diffusion,,"Transport, extracellular"
HPYRDC,Hydroxypyruvate decarboxylase,,Glyoxylate and dicarboxylate metabolism
HPYRRy,Hydroxypyruvate reductase (NADPH),,Glyoxylate and dicarboxylate metabolism
HRETNtn,"4-hydroxyretinoic acid transport, Nuclear",,"Transport, nuclear"
HS1ly,"Heparan-N-sulfatase, lysosomal",,Heparan sulfate degradation
HS3ly,"Heparan-N-sulfatase, lysosomal",,Heparan sulfate degradation
HS4ly,"Heparan-N-sulfatase, lysosomal",,Heparan sulfate degradation
HSAT1ly,"Heparan-glucosaminide N-acetyltransferase, lysosomal",,Heparan sulfate degradation
HSAT4ly,"Heparan-glucosaminide N-acetyltransferase, lysosomal",,Heparan sulfate degradation
HSD11B1r,11-beta-hydroxysteroid dehydrogenase type 1,,Steroid metabolism
HSD11B2r,11-beta-hydroxysteroid dehydrogenase type 2,,Steroid metabolism
HSD17B1,Testicular 17-beta-hydroxysteroid dehydrogenase,,Steroid metabolism
HSD17B2r,17-beta-hydroxysteroid dehydrogenase,,Steroid metabolism
HSD3A2r,3 alpha-hydroxysteroid dehydrogenase (type 3),,Steroid metabolism
HSD3B11r,3 beta-hydroxysteroid dehydrogenase/delta 5-->4-isomerase type I,,Steroid metabolism
HSD3B13r,3 beta-hydroxysteroid dehydrogenase/delta 5-->4-isomerase type I,,Steroid metabolism
HSD3B2r,3 beta-hydroxysteroid dehydrogenase type 1,,Steroid metabolism
HSPGtly,"Heparan sulfate transport, extracellular to lysosome",,"Transport, lysosomal"
Htg,"Proton transport, Golgi",,"Transport, golgi apparatus"
Htr,"H transporter, endoplasmic reticulum",,"Transport, endoplasmic reticular"
HYPOE,Hypothetical enyme,,Vitamin B6 metabolism
ICDHxm,Isocitrate dehydrogenase  NAD ,,Citric acid cycle
ICDHym,Isocitrate dehydrogenase  NADP ,,Citric acid cycle
IDOAASE1ly,"Alpha-L-iduronidase, lysosomal",,Heparan sulfate degradation
IDOAASE2ly,"Alpha-L-iduronidase, lysosomal",,Heparan sulfate degradation
ILEtec,L-isoleucine transport via diffusion (extracellular to cytosol),,"Transport, extracellular"
INSt4,Inosine transport in via sodium symport,,"Transport, extracellular"
IPDDIx,Isopentenyl-diphosphate D-isomerase,,Cholesterol metabolism
It,Iodide uniport,,"Transport, extracellular"
ITCOAL1m,"Itaconate--CoA ligase (GDP-forming), mitochondrial",,C5-branched dibasic acid metabolism
KDNH,2-keto-3deoxy-D-glycero-D-galactononic acid phosphohydrolase,,Aminosugar metabolism
KHK3,Ketohexokinase (D-tagatose),,Galactose metabolism
KSII_CORE2t,"Keratan sulfate II (core2) transport, golgi to extracellular",,"Transport, extracellular"
KSII_CORE4tly,"Keratan sulfate II (core 4) transport, extracellular to lysosome",,"Transport, lysosomal"
Kt3g,Potassium transport  via proton antiport,,"Transport, golgi apparatus"
KYN,Kynureninase,,Tryptophan metabolism
KYNAKGAT,L-Kynurenine:2-oxoglutarate aminotransferase,,Tryptophan metabolism
LCADm,"Lactaldehyde dehydrogenase, mitochondrial",,Pyruvate metabolism
LCAT1e,Lecithin-cholesterol acyltransferase,,Fatty acid oxidation
LDH_Lm,"L-lactate dehydrogenase, mitochondria",,Pyruvate metabolism
LEUKTRA4t,Leukotriene A4 transmembrane (homo sapiens) transport,,"Transport, extracellular"
LEUKTRD4tr,Leukotriene intracellular transport,,"Transport, endoplasmic reticular"
LEUt4,L-leucine transport in via sodium symport,,"Transport, extracellular"
LEUt5m,Leucine mitochondrial transport,,"Transport, mitochondrial"
LEUtec,L-leucine transport via diffusion,,"Transport, extracellular"
LFORKYNHYD,L-Formylkynurenine hydrolase,,Tryptophan metabolism
LGNCt,Fatty acid transport via diffusion,,"Transport, extracellular"
LINKDEG4ly,"Degradation of proteoglycan linkage region, lysosomal",,Chondroitin sulfate degradation
L_LACDcm,"L-Lactate dehydrogenase, cytosolic/mitochondrial",,Pyruvate metabolism
L_LACtm,L lactate transport  mitochondrial,,"Transport, mitochondrial"
LNELDCCPT1,Carnitine O-palmitoyltransferase,,Fatty acid oxidation
LNELDCCPT2,Carnitine transferase,,Fatty acid oxidation
LNELDCCRNt,Transport into the mitochondria (carnitine),,Fatty acid oxidation
LNELDCt,Fatty acid transport via diffusion,,"Transport, extracellular"
LNLNCACPT1,Carnitine O-palmitoyltransferase,,Fatty acid oxidation
LNLNCACPT2,Carnitine transferase,,Fatty acid oxidation
LNLNCACRNt,Transport into the mitochondria (carnitine),,Fatty acid oxidation
LNLNCGCPT1,Carnitine O-palmitoyltransferase,,Fatty acid oxidation
LNS14DM,Cytochrome P450 lanosterol 14 alpha demethylase  NADP ,,Cholesterol metabolism
LNSTLSr,Lanosterol synthase,,Cholesterol metabolism
LPCHOLt,Lysophosphatidylcholine Transport,,"Transport, extracellular"
LPCOXp,"L-pipecolate oxidase, peroxisomal",,Lysine metabolism
LPS,Lipase,,Triacylglycerol synthesis
LPS2e,"Lipase, extracellular",,Fatty acid oxidation
LPS3,Lipase,,Triacylglycerol synthesis
LRAT,Lecithin retinol acyltransferase,,Vitamin A metabolism
LSTO2r,Lathosterol oxidase,,Cholesterol metabolism
LTA4H,Leukotriene A-4 hydrolase,,Eicosanoid metabolism
LTD4DP,Leukotriene D4 dipeptidase,,Eicosanoid metabolism
LYSOXp,"L-lysine oxidase, peroxisomal",,Lysine metabolism
LYSt5r,LYStiDF,,"Transport, extracellular"
LYStip,"L-lysine transport, peroxisomal (irreversible)",,"Transport, peroxisomal"
MACOXO,3-Methylimidazole acetaldehyde:NAD+ oxidoreductase,,Histidine metabolism
MAGt,Monoacylglycerol 2 Transport,,"Transport, extracellular"
MALSO3tm,"Malate:sulfite antiport, mitochondrial",,"Transport, mitochondrial"
MALSO4tm,"Malate:sulfate antiport, mitochondrial",,"Transport, mitochondrial"
MALTSULtm,"Malate:thiosulfate antiport, mitochondrial",,"Transport, mitochondrial"
MAOLNOR,Monoamine oxidase (L-Normetanephrine),,Tyrosine metabolism
MAOX,Methylamine:oxygen oxidoreductase (deaminating) (copper-containing),,Tyrosine metabolism
MCCCrm,"Methylcrotonoyl-CoA carboxylase, mitochondrial",,"Valine, leucine, and isoleucine metabolism"
MCD,Malonyl-CoA Decarboxylase cytoplasmic,,Fatty acid oxidation
MCDm,"Malonyl-CoA Decarboxylase, mitochondrial",,Fatty acid oxidation
MCITS,2-methylcitrate synthase,,Propanoate metabolism
MDHm,Malate dehydrogenase  mitochondrial,,Citric acid cycle
ME2,Malic enzyme (NADP),,Pyruvate metabolism
MEOHtly,"Methanol transporter, lysosome",,"Transport, lysosomal"
MEPIVESSte_cho,Metanephrine secretion via secretory vesicle (ATP driven),,"Transport, extracellular"
MERCPLACCYSt,"3-mercaptolactate-cysteine disulfide transport, extracellular",,"Transport, extracellular"
METLEUex,Methionine/Leucine exchange (Met in),,"Transport, extracellular"
METt4,L-methionine transport in via sodium symport,,"Transport, extracellular"
MEVK1x,Mevalonate kinase (atp),,Cholesterol metabolism
MGCHrm,Methylglutaconyl-coa hydratase,,"Valine, leucine, and isoleucine metabolism"
MGSA,Methylglyoxal synthase,,Pyruvate metabolism
MI13PP,"Inositol-1,3-bisphosphate 3-phosphatase",,Inositol phosphate metabolism
MI14P4P,"Inositol-1,4-bisphosphate 4-phosphatase",,Inositol phosphate metabolism
MI14Ptn,"Inositol 1,4-bisphosphate nuclear transport (diffusion)",,"Transport, nuclear"
MI1PS,Myo Inositol 1 phosphate synthase,,Inositol phosphate metabolism
MI34PP,"D-myo-Inositol-3,4-bisphosphate 4-phosphohydrolase",,Inositol phosphate metabolism
MINOHPtn,Inositol hexakisphosphate nuclear transport  diffusion ,,"Transport, nuclear"
MLTG1,Maltodextrin glucosidase (maltotriose),,Starch and sucrose metabolism
MLTG1e,"Maltodextrin glucosidase (maltotriose), extracellular",,Starch and sucrose metabolism
MLTG1ly,"Maltodextrin glucosidase (maltotriose), lysosome",,Starch and sucrose metabolism
MMSAD3m,Methylmalonate-semialdehyde dehydrogenase (acylating),,Propanoate metabolism
MTAP,5  methylthioadenosine phosphorylase,,Arginine and proline metabolism
MTHFDm,Methylenetetrahydrofolate dehydrogenase  NADP   mitochondrial,,Folate metabolism
MTHGXLt,Methylglyoxal transport (cytosol to extracellular),,"Transport, extracellular"
N2M2NMASNtly,"N2m2nmasn transport, extracellular to lysosome",,"Transport, lysosomal"
N4Tg,"N-acetylgalactosamine 4-beta-galactosyltransferase, Golgi apparatus",,O-glycan metabolism
NACASPtm,N-acetyl-L-aspartate transport (mitochondria to cytosol),,"Transport, mitochondrial"
NACHEX11ly,"Beta-N-acetylhexosaminidase, lysosomal",,Keratan sulfate degradation
NACHEX12ly,"Beta-N-acetylhexosaminidase, lysosomal",,Keratan sulfate degradation
NACHEX14ly,"Beta-N-acetylhexosaminidase, lysosomal",,Keratan sulfate degradation
NACHEX15ly,"Beta-N-acetylhexosaminidase, lysosomal",,Keratan sulfate degradation
NACHEX18ly,"Beta-N-acetylhexosaminidase, lysosomal",,Keratan sulfate degradation
NACHEX19ly,"Beta-N-acetylhexosaminidase, lysosomal",,Keratan sulfate degradation
NACHEX21ly,"Beta-N-acetylhexosaminidase, lysosomal",,Keratan sulfate degradation
NACHEX22ly,"Beta-N-acetylhexosaminidase, lysosomal",,Keratan sulfate degradation
NACHEX23ly,"Beta-N-acetylhexosaminidase, lysosomal",,Keratan sulfate degradation
NACHEX24ly,"Beta-N-acetylhexosaminidase, lysosomal",,Keratan sulfate degradation
NACHEX2ly,"Beta-N-acetylhexosaminidase, lysosomal",,Chondroitin sulfate degradation
NACHEX4ly,"Beta-N-acetylhexosaminidase, lysosomal",,Chondroitin sulfate degradation
NACHEXA14ly,"Beta-N-acetylhexosaminidase A, lysosomal",,Keratan sulfate degradation
NACHEXA16ly,"Beta-N-acetylhexosaminidase A, lysosomal",,Keratan sulfate degradation
NACHEXA17ly,"Beta-N-acetylhexosaminidase A, lysosomal",,Keratan sulfate degradation
NACHEXA19ly,"Beta-N-acetylhexosaminidase A, lysosomal",,Keratan sulfate degradation
NACHEXA1ly,"Beta-N-acetylhexosaminidase A, lysosomal",,Chondroitin sulfate degradation
NACHEXA22ly,"Beta-N-acetylhexosaminidase A, lysosomal",,Keratan sulfate degradation
NACHEXA6ly,"Beta-N-acetylhexosaminidase A, lysosomal",,Chondroitin sulfate degradation
NACHEXA8ly,"Beta-N-acetylhexosaminidase A, lysosomal",,Chondroitin sulfate degradation
NADHtpu,"NADH transporter, peroxisome",,"Transport, peroxisomal"
NADPHtxu,"NADPH transport, glyoxysome",,"Transport, peroxisomal"
NADPN,NADP nucleosidase,,NAD metabolism
NADPNe,"NADP nucleosidase,extracellular",,NAD metabolism
NAGA2ly,"N-acetylgalactosaminidase, alpha-",,Keratan sulfate degradation
NAGAly,"N-acetylgalactosaminidase, alpha-",,Sphingolipid metabolism
NAGLCAly,"N-acetylglucosaminidase, lysosomal",,Keratan sulfate degradation
NAHCO3_HCLt,Bicarbonate transport (HCl/NaHCO3 exchange),,"Transport, extracellular"
NaKt_1,Na+/K+ Exchanging ATPase,,"Transport, extracellular"
NAt,Sodium transport (uniport),,"Transport, extracellular"
NAt5,Sodium/ammonium proton antiporter,,"Transport, extracellular"
NAtx,Sodium transport via diffusion (perioxisome),,"Transport, peroxisomal"
NCAMUP,Nicotinamide acid uptake,,"Transport, extracellular"
NCKt,Na+/Ca2+-K+ exchange,,"Transport, extracellular"
NCNt,Na+/Ca2+-NH4+ exchange,,"Transport, extracellular"
NDP10ex,"Nucleoside-diphosphatase (IDP), extracellular",,Nucleotide interconversion
NDP3ex,"Nucleoside-diphosphatase (GDP), extracellular",,Nucleotide interconversion
NDP6,Nucleoside-diphosphatase (dCDP),,Nucleotide interconversion
NDP7er,"Nucleoside-diphosphatase (UDP), endoplasmic reticulum",,Nucleotide interconversion
NDP7ex,"Nucleoside-diphosphatase (UDP), extracellular",,Nucleotide interconversion
NDPK10,Nucleoside-diphosphate kinase (ATP dIDP),,Nucleotide interconversion
NDPK10n,"Nucleoside-diphosphate kinase (ATP:dIDP), nuclear",,Nucleotide interconversion
NDPK1m,"Nucleoside-diphosphate kinase (ATP:GDP), mitochondrial",,Nucleotide interconversion
NDPK1n,"Nucleoside-diphosphate kinase (ATP:GDP), nuclear",,Nucleotide interconversion
NDPK2n,"Nucleoside-diphosphate kinase (ATP:UDP), nuclear",,Nucleotide interconversion
NDPK3n,"Nucleoside-diphosphate kinase (ATP:CDP),nuclear",,Nucleotide interconversion
NDPK5m,"Nucleoside-diphosphate kinase (ATP:dGDP), mitochondrial",,Nucleotide interconversion
NDPK5n,"Nucleoside-diphosphate kinase (ATP:dGDP), nuclear",,Nucleotide interconversion
NDPK6n,"Nucleoside-diphosphate kinase (ATP:dUDP), nuclear",,Nucleotide interconversion
NDPK8m,"Nucleoside-diphosphate kinase, mitochondria",,Nucleotide interconversion
NDPK8n,"Nucleoside-diphosphate kinase (ATP:dADP), nuclear",,Nucleotide interconversion
NH4t3r,Ammonia transport via proton antiport,,"Transport, extracellular"
NKCCt,Na+-K+-Cl- cotransport,,"Transport, extracellular"
NMNATm,Nicotinamide nucleotide adenylyltransferase  mitochondrial,,NAD metabolism
NMNATn,Nicotinamide-nucleotide adenylyltransferase,,NAD metabolism
NMNAT,Nicotinamide-nucleotide adenylyltransferase,,NAD metabolism
NMNS,NMN synthetase,,NAD metabolism
NMNtn,"NMN transport, nuclear trhough pore",,"Transport, nuclear"
NNATn,"ATP:nicotinamide-nucleotide adenylyltransferase, nucleus",,NAD metabolism
NNMT,Nicotinamide N methyltransferase,,NAD metabolism
NORANMT,Noradrenaline N-methyltransferase,,Tyrosine metabolism
NOS1,"L-Arginine,NADPH:oxygen oxidoreductase (N-(omega)-hydroxyarginine-forming)",,Arginine and proline metabolism
NOt,NO transport (diffusion),,"Transport, extracellular"
NP1,Nucleotide phosphatase,,NAD metabolism
NPTHLte,Xenobiotic transport,,"Transport, extracellular"
NRPPHRSFt,Norepinephrine sulfate transport (diffusion),,"Transport, extracellular"
NRPPHRt4_2_r,NRPPHRt4 LPAREN 2 RPAREN r,,"Transport, extracellular"
NRPPHRtu,Norepinephrine uniport,,"Transport, extracellular"
NRPPHRVESSEC_1,Secretion of Noradrenaline  via Secretory Vesicle (ATP Driven),,"Transport, extracellular"
NTD2e,"5-nucleotidase (UMP), extracellular",,Nucleotide interconversion
NTD4l,"5-nucleotidase (CMP), lysosome",,Pyrimidine catabolism
NTD5l,"5-nucleotidase (dTMP), lysosomal",,Pyrimidine catabolism
NTD7l,"5-nucleotidase (AMP), lysosome",,Purine catabolism
NTP3e,Nucleoside-triphosphatase (GTP),,Nucleotide interconversion
NTPP10,Nucleoside triphosphate pyrophosphorylase (ditp),,Nucleotide interconversion
NTPP9,Nucleoside triphosphate pyrophosphorylase (itp),,Nucleotide interconversion
O2St,Superoxide anion transport via diffusion (extracellular),,"Transport, extracellular"
O2Stx,Superoxide anion transport via diffusion (peroxisome),,"Transport, peroxisomal"
O2tm,O2 transport  diffusion ,,"Transport, mitochondrial"
O2tp,O2 transport glycosome,,"Transport, peroxisomal"
OAGD3te,Oagd3 hs transport,,"Transport, extracellular"
OAGD3tg,Oagd3 hs intracellular transport,,"Transport, golgi apparatus"
