metabolite_id,metabolite_name,metabolite_no_compartment,compartment
M01776_m,Eicosenoylcarnitine(7),M01776,m
M00018_m,13Z-Eicosenoyl Coenzyme A,M00018,m
M00605_c,21-Hydroxypregnenolone,M00605,c
M01777_c,Eicosenoylcarnitine(9),M01777,c
acglcgal14acglcgalgluside_hs_c,NLc5Cer,acglcgal14acglcgalgluside,c
M00406_c,"17Alpha,21-Dihydroxypregnenolone",M00406,c
galacglcgal14acglcgalgluside_hs_c,I-antigen,galacglcgal14acglcgalgluside,c
acglcgalacglcgal14acglcgalgluside_hs_c,(Gal)3 (Glc)1 (GlcNAc)3 (Cer)1,acglcgalacglcgal14acglcgalgluside,c
M02186_c,Lactoisooctaosylceramide ((Gal)4 (Glc)1 (GlcNAc)3 (Cer)1),M02186,c
M01777_m,Eicosenoylcarnitine(9),M01777,m
CE5151_m,11-cis-eicosenoyl-CoA,CE5151,m
M01075_c,"Androst-5-Ene-3,17-Dione",M01075,c
M01775_c,Eicosenoylcarnitine(11),M01775,c
M01775_m,Eicosenoylcarnitine(11),M01775,m
M02490_c,Monofucosyllactoisooctaosylceramide,M02490,c
M01881_c,(Gal)4 (Glc)1 (GlcNAc)3 (LFuc)2 (Cer)1,M01881,c
M01075_r,"Androst-5-Ene-3,17-Dione",M01075,r
5HPET_m,"5-Hydroperoxy-6-trans-8,11,14-cis-eicosatetraenoate",5HPET,m
M01236_m,9Z-Eicosenoyl Coenzyme A,M01236,m
M02760_c,"Pregn-5-Ene-3,20-Dione",M02760,c
M00122_c,"8Z,11Z-Eicosadienoylcarnitine",M00122,c
CE6246_c,"5,12-Dihydroxy-6,8,10,14-Eicosatetraenoic Acid",CE6246,c
M02761_c,"Pregn-5-Ene-3,20-Dione-17-Ol",M02761,c
arachd_n,Arachidonic acid,arachd,n
M00122_m,"8Z,11Z-Eicosadienoylcarnitine",M00122,m
M00603_c,"4-Pregnene-11Beta,17Alpha-Diol-3,20-Dione",M00603,c
M00123_m,"8Z,11Z-Eicosadienoyl Coenzyme A",M00123,m
12HPET_r,"12-Hydroperoxyeicosa-5,8,10,14-tetraenoate",12HPET,r
M00100_c,"5Z,8Z,11Z-Eicosatrienoylcarnitine",M00100,c
M00285_c,11Beta-Hydroxyprogesterone,M00285,c
M00100_m,"5Z,8Z,11Z-Eicosatrienoylcarnitine",M00100,m
gthox_r,Oxidized glutathione,gthox,r
M00429_m,18-Hydroxycorticosterone,M00429,m
M01111_e,5-L-Gamma-Glutamyl Amino Acid,M01111,e
M00101_m,"5Z,8Z,11Z-Eicosatrienoyl Coenzyme A",M00101,m
HC02217_r,Prostaglandin-g2,HC02217,r
hestratriol_l,"4,17 dihydroxy estradiol",hestratriol,l
HC02180_r,Thromboxane-b2,HC02180,r
M02051_c,Heneicosanoylcarnitine,M02051,c
CE5253_l,"17beta-estradiol-3,4-semiquinone",CE5253,l
M02051_m,Heneicosanoylcarnitine,M02051,m
M02052_m,Heneicosanoyl Coenzyme A,M02052,m
HC01118_c,Presqualene Diphosphate,HC01118,c
3ohxccoa_c,3 Oxohexacosyl CoA C47H80N7O18P3S,3ohxccoa,c
Ssq23epx_c, S  Squalene 2 3 epoxide C30H50O,Ssq23epx,c
M01724_c,Docosanoylcarnitine,M01724,c
M00939_c,"4,4-Dimethyl-14Alpha-Hydroxymethyl-5Alpha-Cholesta-8,24-Dien-3Beta-Ol",M00939,c
M00783_c,3-Hydroxyhexacosanoyl Coenzyme A,M00783,c
M00937_c,"4,4-Dimethyl-14Alpha-Formyl-5Alpha-Cholesta-8,24-Dien-3Beta-Ol",M00937,c
M01724_m,Docosanoylcarnitine,M01724,m
M00049_c,(2E)-Hexacosenoyl Coenzyme A,M00049,c
M01727_c,Docosenoylcarnitine,M01727,c
44mzym_c,4 4 dimethylzymosterol C29H48O,44mzym,c
M00887_c,3-Oxononadecanoyl Coenzyme A,M00887,c
M00961_c,"4-Hydroxymethyl-4-Methyl-5-Cholesta-8,24-Dien-3-Ol",M00961,c
M01727_m,Docosenoylcarnitine,M01727,m
CE5155_m,Cis-13-docosenoyl-CoA,CE5155,m
M00790_c,3-Hydroxynonadecanoyl Coenzyme A,M00790,c
M01726_c,Docosenoylcarnitine(11),M01726,c
M00957_c,"4-Formyl-4-Methyl-5-Cholesta-8,24-Dien-3-Ol",M00957,c
M00054_c,(2E)-Nonadecenoyl Coenzyme A,M00054,c
4mzym_int1_c,4 Methylzymosterol intermediate 1 C29H46O3,4mzym,c
4mzym_int2_c,4 Methylzymosterol intermediate 2 C28H44O,4mzym,c
M01726_m,Docosenoylcarnitine(11),M01726,m
M00873_c,3-Oxoheneicosanoyl Coenzyme A,M00873,c
M00006_m,11Z-Docosenoyl Coenzyme A,M00006,m
M02637_c,Octadecatrienoylcarnitine,M02637,c
HC02110_c,4Alpha-Methylzymosterol,HC02110,c
M00778_c,3-Hydroxyheneicosanoyl Coenzyme A,M00778,c
M00963_c,"4-Hydroxymethyl-5-Cholesta-8,24-Dien-3-Ol",M00963,c
M02637_m,Octadecatrienoylcarnitine,M02637,m
M00044_c,(2E)-Heneicosenoyl Coenzyme A,M00044,c
M00011_c,"11Z,14Z,17Z-Eicosatrienoylcarnitine",M00011,c
M00959_c,"4-Formyl-5-Cholesta-8,24-Dien-3-Ol",M00959,c
M00955_c,"4-Carboxy-5-Cholesta-8,24-Dien-3-Ol",M00955,c
M00907_c,3-Oxotricosanoyl Coenzyme A,M00907,c
M01067_c,"5Alpha-Cholesta-8,24-Dien-3-One",M01067,c
M00011_m,"11Z,14Z,17Z-Eicosatrienoylcarnitine",M00011,m
M00012_m,"11Z,14Z,17Z-Eicosatrienoyl Coenzyme A",M00012,m
M00802_c,3-Hydroxytricosanoyl Coenzyme A,M00802,c
M00342_c,"13Z,16Z,19Z-Docosatrienoylcarnitine",M00342,c
zymst_c,Zymosterol C27H44O,zymst,c
M00067_c,(2E)-Tricosenoyl Coenzyme A,M00067,c
chlstol_c,"5alpha-Cholesta-7,24-dien-3beta-ol",chlstol,c
M00342_m,"13Z,16Z,19Z-Docosatrienoylcarnitine",M00342,m
M00879_c,3-Oxo-Hexacosenoyl Coenzyme A,M00879,c
M00343_m,"13Z,16Z,19Z-Docosatrienoyl Coenzyme A",M00343,m
M00940_c,"4,4-Dimethyl-14Alpha-Hydroxymethyl-5Alpha-Cholest-8-En-3Beta-Ol",M00940,c
M00715_c,3(S)-Hydroxy-Hexacosenoyl Coenzyme A,M00715,c
M00938_c,"4,4-Dimethyl-14Alpha-Formyl-5Alpha-Cholest-8-En-3Beta-Ol",M00938,c
M00261_c,"10Z,13Z,16Z,19Z-Docosatetraenoylcarnitine",M00261,c
M00261_m,"10Z,13Z,16Z,19Z-Docosatetraenoylcarnitine",M00261,m
M00942_c,"4,4-Dimethyl-5Alpha-Cholesta-8,14-Dien-3Beta-Ol",M00942,c
M03016_c,"Trans,Cis-2,17-Hexacosadienoyl Coenzyme A",M03016,c
M00962_c,4-Hydroxymethyl-4-Methyl-5-Cholesta-8-En-3-Ol,M00962,c
CE4854_m,"All-cis-10,13,16,19-docosatetraenoyl-CoA",CE4854,m
M01770_c,"11Z,14Z-Eicosadienoylcarnitine",M01770,c
M00958_c,4-Formyl-4-Methyl-5-Cholesta-8-En-3-Ol,M00958,c
M00843_c,3-Oxo-13-Cis-Eicosenoyl Coenzyme A,M00843,c
M00954_c,4-Carboxy-4-Methyl-5-Cholesta-8-En-3-Ol,M00954,c
M00966_c,4-Methyl-5-Cholesta-8-En-3-One,M00966,c
M01770_m,"11Z,14Z-Eicosadienoylcarnitine",M01770,m
CE4843_m,"Cis,cis-11,14-eicosadienoyl-CoA",CE4843,m
M00702_c,3(S)-Hydroxy-13-Cis-Eicosenoyl Coenzyme A,M00702,c
M00022_c,"13Z,16Z-Docosadienoylcarnitine",M00022,c
M00967_c,4-Methyl-Cholesta-8-Enol,M00967,c
M03014_c,"Trans,Cis-2,13-Eicosadienoyl Coenzyme A",M03014,c
M00964_c,4Alpha-Hydroxymethyl-5Alpha-Cholesta-8-En-3Beta-Ol,M00964,c
M00022_m,"13Z,16Z-Docosadienoylcarnitine",M00022,m
M00852_c,3-Oxo-9-Cis-Eicosenoyl Coenzyme A,M00852,c
M00023_m,"13Z,16Z-Docosadienoyl Coenzyme A",M00023,m
M00960_c,4Alpha-Formyl-5Alpha-Cholesta-8-En-3Beta-Ol,M00960,c
M00707_c,3(S)-Hydroxy-9-Cis-Eicosenoyl Coenzyme A,M00707,c
M00956_c,4-Carboxy-5-Cholesta-8-En-3-Ol,M00956,c
M00263_c,"10Z,13Z,16Z-Docosatrienoylcarnitine",M00263,c
M03018_c,"Trans,Cis-2,9-Eicosadienoyl Coenzyme A",M03018,c
M00263_m,"10Z,13Z,16Z-Docosatrienoylcarnitine",M00263,m
M01068_c,5Alpha-Cholest-8-En-3-One,M01068,c
M00839_c,3-Oxo-11Cis-Docosenoyl Coenzyme A,M00839,c
cholcoar_c,"3alpha,7alpha,12alpha-Trihydroxy-5beta-cholestanoyl-CoA",cholcoar,c
CE4847_m,"Cis,cis,cis-10,13,16-docosatrienoyl-CoA",CE4847,m
M00699_c,3(S)-Hydroxy-11Cis-Docosenoyl Coenzyme A,M00699,c
ddcacoa_r,Dodecanoyl-CoA (n-C12:0CoA),ddcacoa,r
M03050_r,Tridecanoyl Coenzyme A,M03050,r
cholcoas_m,"3alpha,7alpha,12alpha-Trihydroxy-5beta-cholestanoyl-CoA(S)",cholcoas,m
cholcoaone_m,"3alpha,7alpha,12alpha-Trihydroxy-5beta-24-oxocholestanoyl-CoA",cholcoaone,m
M03011_c,"Trans,Cis-2,11-Docosadienoyl Coenzyme A",M03011,c
HC01459_m,"3alpha,7alpha,12alpha,24-Tetrahydroxy-5beta-cholestanoyl-CoA",HC01459,m
tdcoa_r,Tetradecanoyl-CoA (n-C14:0CoA),tdcoa,r
M00871_c,3-Oxo-Eicosadienoyl Coenzyme A,M00871,c
M00129_r,9E-Tetradecenoyl Coenzyme A,M00129,r
M00978_c,"7Alpha,24-Dihydroxycholest-4-En-3-One",M00978,c
M00704_c,3(S)-Hydroxy-3-Oxo-Eicosadienoyl Coenzyme A,M00704,c
M00976_c,"4-Cholesten-7,12,24-Triol-3-One",M00976,c
HC10784_r,Cis-Myrist-7-Enoyl Coenzyme A,HC10784,r
M03017_c,"Trans,Cis-2,8,11-Eicosatrienoyl Coenzyme A",M03017,c
M01141_r,5Z-Tetradecenoyl Coenzyme A,M01141,r
M01081_c,"7Alpha,24-Dihydroxy-5Beta-Cholestan-3-One",M01081,c
CE4791_c,3(S)-Hydroxy-Dihomo-Gama-Linolenoyl Coenzyme A,CE4791,c
M01083_c,"7Alpha,24Alpha-Dihydroxy-5Beta-Cholestan-3-One",M01083,c
ptdcacoa_r,Pentadecanoyl Coenzyme A,ptdcacoa,r
M00860_c,"3-Oxodocasa-Cis,Cis-13,16-Dienoyl Coenzyme A",M00860,c
M01191_r,7Z-Hexadecenoyl Coenzyme A,M01191,r
M01077_c,"5Beta-Cholestan-3Alpha,7Alpha,12Alpha,24(S)-Tetrol",M01077,c
M00085_c,"(3S)-Hydroxy-Docasa-Cis,Cis-13,16-Dienoyl Coenzyme A",M00085,c
M01080_c,"5Beta-Cholestane-3Alpha,7Alpha,24-Triol",M01080,c
hpdcacoa_r,Heptadecanoyl coa,hpdcacoa,r
M03008_c,"Trans,Cis,Cis-2,13,16-Docasatrienoyl Coenzyme A",M03008,c
M00004_r,10Z-Heptadecenoyl Coenzyme A,M00004,r
M00869_c,"3-Oxoeicosa-Cis,Cis,Cis-11,14,17-Trienoyl Coenzyme A",M00869,c
M01237_r,9Z-Heptadecenoyl Coenzyme A,M01237,r
stcrn_r,Stearoylcarnitine,stcrn,r
hexccoa_r,Hexacosanoyl CoA  n C260CoA  C47H82N7O17P3S,hexccoa,r
M00086_c,"(3S)-Hydroxy-Eicosa-Cis,Cis,Cis-11,14,17-Trienoyl Coenzyme A",M00086,c
M02112_r,17Z-Hexacosenoyl Coenzyme A,M02112,r
odecrn_r,Octadecenoyl carnitine,odecrn,r
M03005_c,"Trans,Cis,Cis,Cis-2,11,14,17-Eicosatetraenoyl Coenzyme A",M03005,c
M00020_r,13Z-Octadecenoyl Coenzyme A,M00020,r
vacccoa_r,Vaccenyl coenzyme A,vacccoa,r
tetpent3coa_r,"Tetracosapentaenoyl coenzyme A, n-3",tetpent3coa,r
tettet6coa_r,Tetracosatetraenoyl coenzyme A,tettet6coa,r
M00862_c,"3-Oxo-Docosa-13,16,19-All-Cis-Trienoyl Coenzyme A",M00862,c
ddca_r,Dodecanoate (n-C12:0),ddca,r
M00127_r,9E-Octadecenoic Acid,M00127,r
M00712_c,"3(S)-Hydroxy-Docosa-13,16,19-All-Cis-Trienoyl Coenzyme A",M00712,c
lneldccoa_r,Linoelaidyl coenzyme A,lneldccoa,r
M03051_r,Tridecanoic Acid,M03051,r
M03006_c,"Trans,Cis,Cis,Cis-2,13,16,19-Docosatetraenoyl Coenzyme A",M03006,c
ttdca_r,Tetradecanoate (n-C14:0),ttdca,r
M02612_r,Nonadecanoyl Coenzyme A,M02612,r
M01729_c,Dodecanoylcarnitine,M01729,c
arachcoa_r,Arachidyl coenzyme A,arachcoa,r
M02745_r,5Z-Tetradecenoic Acid,M02745,r
M01236_r,9Z-Eicosenoyl Coenzyme A,M01236,r
ttdcea_r,Tetradecenoate (n-C14:1),ttdcea,r
M01729_m,Dodecanoylcarnitine,M01729,m
M00117_r,7Z-Tetradecenoic Acid,M00117,r
M00018_r,13Z-Eicosenoyl Coenzyme A,M00018,r
M03050_m,Tridecanoyl Coenzyme A,M03050,m
M00123_r,"8Z,11Z-Eicosadienoyl Coenzyme A",M00123,r
ptdca_r,Pentadecanoate  C150  C15H29O2,ptdca,r
M01197_r,7Z-Hexadecenoic Acid,M01197,r
M00101_r,"5Z,8Z,11Z-Eicosatrienoyl Coenzyme A",M00101,r
M02973_c,Tetradecanoylcarnitine,M02973,c
M02052_r,Heneicosanoyl Coenzyme A,M02052,r
M01724_r,Docosanoylcarnitine,M01724,r
hpdca_r,Heptadecanoate  C170  C17H33O2,hpdca,r
M00003_r,10Z-Heptadecenoic Acid,M00003,r
M02973_m,Tetradecanoylcarnitine,M02973,m
M01238_r,9Z-Heptadecenoic Acid,M01238,r
docoscoa_r,Docosanoyl Coenzyme A,docoscoa,r
M00129_m,9E-Tetradecenoyl Coenzyme A,M00129,m
M00006_r,11Z-Docosenoyl Coenzyme A,M00006,r
elaid_r,Elaidic acid,elaid,r
M02976_c,Tetradecenoylcarnitine(9),M02976,c
M00019_r,13Z-Octadecenoic Acid,M00019,r
M02637_r,Octadecatrienoylcarnitine,M02637,r
M02976_m,Tetradecenoylcarnitine(9),M02976,m
strdnccrn_r,Stearidonyl carnitine,strdnccrn,r
vacc_r,Vaccenic acid,vacc,r
M01141_m,5Z-Tetradecenoyl Coenzyme A,M01141,m
tmndnccrn_r,Timnodonyl carnitine,tmndnccrn,r
M01191_m,7Z-Hexadecenoyl Coenzyme A,M01191,m
c226coa_r,Cervonyl coenzyme A,c226coa,r
lneldc_r,Linoelaidic acid (all trans C18:2),lneldc,r
M00012_r,"11Z,14Z,17Z-Eicosatrienoyl Coenzyme A",M00012,r
M02102_c,Heptadecenoylcarnitine(7),M02102,c
M00343_r,"13Z,16Z,19Z-Docosatrienoyl Coenzyme A",M00343,r
M02613_r,Nonadecanoic Acid,M02613,r
M02102_m,Heptadecenoylcarnitine(7),M02102,m
arach_r,Arachidic acid,arach,r
lnlncgcrn_r,Gamma-linolenyl carnitine,lnlncgcrn,r
CE2510_r,11-cis-eicosenoate,CE2510,r
M00004_m,10Z-Heptadecenoyl Coenzyme A,M00004,m
M00017_r,13Z-Eicosenoic Acid,M00017,r
dlnlcgcrn_r,Dihomo-gamma-linolenyl carnitine,dlnlcgcrn,r
M02103_c,Heptadecenoylcarnitine(8),M02103,c
dcsptn1coa_r,"Docosa-4,7,10,13,16-pentaenoyl coenzyme A",dcsptn1coa,r
M00023_r,"13Z,16Z-Docosadienoyl Coenzyme A",M00023,r
M01235_r,9Z-Eicosenoic Acid,M01235,r
M02103_m,Heptadecenoylcarnitine(8),M02103,m
M01207_r,"8Z,11Z-Eicosadienoic Acid",M01207,r
M03047_r,Tricosanoyl Coenzyme A,M03047,r
M01237_m,9Z-Heptadecenoyl Coenzyme A,M01237,m
ttccoa_r,Tetracosanoyl CoA   n C240CoA  C45H78N7O17P3S,ttccoa,r
M02457_r,"5Z,8Z,11Z-Eicosatrienoic Acid",M02457,r
M02053_r,Heneicosanoic Acid,M02053,r
M00020_m,13Z-Octadecenoyl Coenzyme A,M00020,m
doco13ac_r,13Z)-13-docosenoic acid,doco13ac,r
vacccrn_c,Vaccenyl carnitine,vacccrn,c
vacccrn_m,Vaccenyl carnitine,vacccrn,m
M00056_m,(2E)-Nonenoyl Coenzyme A,M00056,m
M01487_r,Cholest-5-En-3B-Yl (9Z-Tetradecenoate),M01487,r
M00792_m,3-Hydroxynonanoyl Coenzyme A,M00792,m
M00889_m,3-Oxononanoyl Coenzyme A,M00889,m
M00048_m,(2E)-Heptenoyl Coenzyme A,M00048,m
M00782_m,3-Hydroxyheptanoyl Coenzyme A,M00782,m
M01489_r,Cholesterol-Ester-Cis-Vac,M01489,r
M00877_m,3-Oxoheptanoyl Coenzyme A,M00877,m
M01582_r,11Z-Docosenoic Acid,M01582,r
M01490_r,"Cholest-5-En-3Beta-Yl (8Z,11Z,14Z-Eicosatrienoate)",M01490,r
M03045_r,Tricosanoic Acid,M03045,r
M00063_m,(2E)-Pentenoyl Coenzyme A,M00063,m
M01491_r,Cholest-5-En-3Beta-Yl Docosanoate,M01491,r
M00797_m,3-Hydroxypentanoyl Coenzyme A,M00797,m
lgnc_r,Lignoceric acid,lgnc,r
M01492_r,Cholest-5-En-3Beta-Yl Eicosanoate,M01492,r
nrvnc_r,Nervonic acid,nrvnc,r
M00899_m,3-Oxopentanoyl Coenzyme A,M00899,m
M01494_r,Cholesterol-Ester-Heneico,M01494,r
CE5154_m,"Trans,cis-2,13-docosadienoyl-CoA",CE5154,m
hexc_r,Hexacosanoate  n C260  C26H51O2,hexc,r
M01495_r,Cholest-5-En-3B-Yl (Heptadecanoate),M01495,r
M03153_r,17Z-Hexacosenoic Acid,M03153,r
CE5153_m,3(S)-hydroxy-13cis-docosenoyl-CoA,CE5153,m
M01496_r,Cholesterol-Ester-Hexacosa,M01496,r
CE5152_m,3-oxo-13cis-docosenoyl-CoA,CE5152,m
eicostet_r,Eicosatetranoic acid,eicostet,r
clpnd_r,Clupanodonic acid,clpnd,r
M01497_r,Cholesterol-Ester-Hexecose,M01497,r
tetpent3_r,"Tetracosapentaenoic acid, n-3",tetpent3,r
CE5150_m,"Trans,cis-2,11-eicosadienoyl-CoA",CE5150,m
M01498_r,Cholest-5-En-3Beta-Yl Dodecanoate,M01498,r
CE5148_m,3(S)-hydroxy-11-cis-eicosenoyl-CoA,CE5148,m
crvnc_r,"Cervonic acid, C22:6 n-3",crvnc,r
M01501_r,Cholest-5-En-3Beta-Yl Tetradecanoate,M01501,r
M00010_r,"11Z,14Z,17Z-Eicosatrienoic Acid",M00010,r
CE5144_m,3-oxo-11-cis-eicosenoyl-CoA,CE5144,m
M01502_r,Cholest-5-En-3Beta-Yl Nonadecanoate,M01502,r
M03019_m,"Trans,Cis-Hexadeca-2,7-Dienoyl Coenzyme A",M03019,m
M00341_r,"13Z,16Z,19Z-Docosatrienoic Acid",M00341,r
M01506_r,Cholest-5-En-3B-Yl (Pentadecanoate),M01506,r
adrn_r,Adrenic acid,adrn,r
M00172_m,(S)-3-Hydroxy-7-Hexadecenoyl Coenzyme A,M00172,m
M01508_r,Cholesterol-Ester-Tetraco,M01508,r
M00849_m,3-Oxo-7-Hexadecenoyl Coenzyme A,M00849,m
tettet6_r,Tetracosatetraenoic acid n-6,tettet6,r
dcsptn1_r,"Docosa-4,7,10,13,16-pentaenoic acid (n-6)",dcsptn1,r
M00008_r,"11Z,14Z-Eicosadienoic Acid",M00008,r
M03022_m,"Trans,Cis-Myristo-2,5-Dienoyl Coenzyme A",M03022,m
M01573_m,Cis-(3S)-Hydroxytetradec-5-Enoyl Coenzyme A,M01573,m
M01509_r,Cholesterol-Ester-Trico,M01509,r
M00885_m,3-Oxomyrist-5-Enoyl Coenzyme A,M00885,m
M00021_r,"13Z,16Z-Docosadienoic Acid",M00021,r
M03014_m,"Trans,Cis-2,13-Eicosadienoyl Coenzyme A",M03014,m
M01510_r,Cholesterol-Ester-Tridec,M01510,r
M03047_x,Tricosanoyl Coenzyme A,M03047,x
amp_n,AMP C10H12N5O7P,amp,n
CE4855_x,"All-cis-12,15,18,21-tetracosatetraenoyl-CoA",CE4855,x
M02112_x,17Z-Hexacosenoyl Coenzyme A,M02112,x
M00702_m,3(S)-Hydroxy-13-Cis-Eicosenoyl Coenzyme A,M00702,m
HC01609_c,Uroporphyrinogen I(8-),HC01609,c
M00843_m,3-Oxo-13-Cis-Eicosenoyl Coenzyme A,M00843,m
nadh_e,Nicotinamide adenine dinucleotide - reduced,nadh,e
M03024_m,"Trans,Cis-Octadeca-2,11-Dienoyl Coenzyme A",M03024,m
M00049_x,(2E)-Hexacosenoyl Coenzyme A,M00049,x
dsT_antigen_c,DsT antigen g,dsT,c
M00783_x,3-Hydroxyhexacosanoyl Coenzyme A,M00783,x
M00170_m,(S)-3-Hydroxy-11-Cis-Octadecenoyl Coenzyme A,M00170,m
ocdca_r,Octadecanoate (n-C18:0),ocdca,r
M00841_m,3-Oxo-11-Cis-Octadecenoyl Coenzyme A,M00841,m
CE2245_x,Trans-tetracos-2-enoyl-CoA,CE2245,x
M00245_c,"1,2-Dihydroxy-5-(Methylthio)Pent-1-En-3-One",M00245,c
CE2249_x,3-hydroxytetracosanoyl-CoA(4-),CE2249,x
M03016_x,"Trans,Cis-2,17-Hexacosadienoyl Coenzyme A",M03016,x
M00715_x,3(S)-Hydroxy-Hexacosenoyl Coenzyme A,M00715,x
h2co3_e,Carbonic acid,h2co3,e
M00879_x,3-Oxo-Hexacosenoyl Coenzyme A,M00879,x
CE2253_x,3-oxotetracosanoyl-CoA,CE2253,x
dhlam_c,Dihydrolipoamide C8H17NOS2,dhlam,c
CE2242_x,Trans-docos-2-enoyl-CoA,CE2242,x
CE2246_x,3-hydroxydocosanoyl-CoA (4-),CE2246,x
CE5158_x,"Trans,cis-2,15-tetracosadienoyl-CoA",CE5158,x
pail5p_hs_g,1-Phosphatidyl-1D-myo-inositol 5-phosphate (Homo sapiens),pail5p,g
CE5157_x,3(S)-hydroxy-cis-15-tetracosaenoyl-CoA,CE5157,x
CE2250_x,3-oxodocosanoyl-CoA(4-),CE2250,x
coucoa_c,P coumaroyl CoA C30H38N7O18P3S1,coucoa,c
CE2243_x,Trans-eicos-2-enoyl-CoA,CE2243,x
CE5156_x,3-oxo-cis-15-tetracosaenoyl-CoA,CE5156,x
4hbzcoa_c,4 hydroxybenoyl CoA C28H36N7O18P3S,4hbzcoa,c
CE5155_x,Cis-13-docosenoyl-CoA,CE5155,x
CE2247_x,3-hydroxyeicosanoyl-CoA (4-),CE2247,x
M00658_m,"2-Methoxy-6-All Trans-Decaprenyl-2-Methoxy-1,4-Benzoquinol",M00658,m
CE2251_x,3-oxoicosanoyl-CoA(4-),CE2251,x
od2coa_x,Trans-Octadec-2-enoyl-CoA,od2coa,x
CE5154_x,"Trans,cis-2,13-docosadienoyl-CoA",CE5154,x
CE5153_x,3(S)-hydroxy-13cis-docosenoyl-CoA,CE5153,x
M01165_m,"6-Methoxy-3-Methyl-2-All-Trans-Decaprenyl-1,4-Benzoquinol",M01165,m
CE5152_x,3-oxo-13cis-docosenoyl-CoA,CE5152,x
CE5151_x,11-cis-eicosenoyl-CoA,CE5151,x
CE2248_x,3-hydroxyoctadecanoyl-CoA(4-),CE2248,x
M00770_m,3-Demethylubiquinol-10,M00770,m
HC01415_x,(2E)-Octenoyl Coenzyme A,HC01415,x
HC01405_x,3S-Hydroxy-Octanoyl Coenzyme A,HC01405,x
CE5150_x,"Trans,cis-2,11-eicosadienoyl-CoA",CE5150,x
peplys_c,Peptidyl-L-lysine,peplys,c
CE5148_x,3(S)-hydroxy-11-cis-eicosenoyl-CoA,CE5148,x
HC01406_x,3-Oxo-Octanoyl Coenzyme A,HC01406,x
M00213_c,Protein N6-Methyl-L-Lysine,M00213,c
HC01407_x,3S-Hydroxy-Hexanoyl Coenzyme A,HC01407,x
CE5144_x,3-oxo-11-cis-eicosenoyl-CoA,CE5144,x
Ndmelys_c,"Protein N6,N6-dimethyl-L-lysine",Ndmelys,c
HC10856_x,"Trans,Cis-Octadeca-2,9-Dienoyl Coenzyme A",HC10856,x
HC01408_x,3-Oxo-Hexanoyl Coenzyme A,HC01408,x
Ntmelys_c,"Protein N6,N6,N6-trimethyl-L-lysine",Ntmelys,c
CE2242_m,Trans-docos-2-enoyl-CoA,CE2242,m
HC10857_x,(S)-3-Hydroxyoleyleoyl Coenzyme A,HC10857,x
M01871_g,(GalNAc)1 (GlcNAc)1 (Ser/Thr)1,M01871,g
HC10858_x,3-Oxooleoyl Coenzyme A,HC10858,x
CE2246_m,3-hydroxydocosanoyl-CoA (4-),CE2246,m
M01872_g,(Gal)1 (GalNAc)1 (GlcNAc)1 (Ser/Thr)1,M01872,g
CE2250_m,3-oxodocosanoyl-CoA(4-),CE2250,m
M01191_x,7Z-Hexadecenoyl Coenzyme A,M01191,x
CE2243_m,Trans-eicos-2-enoyl-CoA,CE2243,m
M01872_e,(Gal)1 (GalNAc)1 (GlcNAc)1 (Ser/Thr)1,M01872,e
CE2247_m,3-hydroxyeicosanoyl-CoA (4-),CE2247,m
M03019_x,"Trans,Cis-Hexadeca-2,7-Dienoyl Coenzyme A",M03019,x
sTn_antigen_c,STn antigen g,sTn,c
M00172_x,(S)-3-Hydroxy-7-Hexadecenoyl Coenzyme A,M00172,x
CE2251_m,3-oxoicosanoyl-CoA(4-),CE2251,m
Ser_Gly_Ala_X_Gly_c,Protein-linked serine residue (glycosaminoglycan attachment site),Ser,c
CE2248_m,3-hydroxyoctadecanoyl-CoA(4-),CE2248,m
M00849_x,3-Oxo-7-Hexadecenoyl Coenzyme A,M00849,x
doldp__L_c,"Dolichol diphosphate, human liver homolog",doldp,c
M01141_x,5Z-Tetradecenoyl Coenzyme A,M01141,x
3ohodcoa_m,3-Oxooctadecanoyl-CoA,3ohodcoa,m
M00044_m,(2E)-Heneicosenoyl Coenzyme A,M00044,m
M00778_m,3-Hydroxyheneicosanoyl Coenzyme A,M00778,m
M03022_x,"Trans,Cis-Myristo-2,5-Dienoyl Coenzyme A",M03022,x
M01573_x,Cis-(3S)-Hydroxytetradec-5-Enoyl Coenzyme A,M01573,x
M01869_g,(GlcNAc)6 (Man)3 (Asn)1,M01869,g
M00885_x,3-Oxomyrist-5-Enoyl Coenzyme A,M00885,x
M00873_m,3-Oxoheneicosanoyl Coenzyme A,M00873,m
M01870_g, ,M01870,g
M00054_m,(GlcNAc)7 (Man)3 (Asn)1,M00054,m
M00790_m,(2E)-Nonadecenoyl Coenzyme A,M00790,m
CE5116_m,3-Hydroxynonadecanoyl Coenzyme A,CE5116,m
M01870_e,"Trans-3-Cis-8,11,14-Eicosatetraenoyl Coenzyme A",M01870,e
CE5114_m, ,CE5114,m
CE4791_m,(GlcNAc)7 (Man)3 (Asn)1,CE4791,m
M00887_m,"Trans-2-cis,cis,cis-8,11,14-eicosatetraenoyl-CoA",M00887,m
M00046_m,3(S)-Hydroxy-Dihomo-Gama-Linolenoyl Coenzyme A,M00046,m
Ser_Gly_Ala_X_Gly_g,3-Oxononadecanoyl Coenzyme A,Ser,g
